lead_date,dry.for,normal.for,monsoon.for,lead_month,Year,region,Month,YYYYMM,dry.obs,normal.obs,monsoon.obs,Glen_Hoover,Parker_Imperial
199610,26.16,4.56,0.28,04,1996,AZ_East,10,199610,26,5,0,50007.72,1628.34
199606,26,3.76,0.24,05,1996,AZ_East,6,199606,25,5,0,10979.6,-43443.3
199607,7.92,14.6,8.48,05,1996,AZ_East,7,199607,6,16,9,66627.01,-37942.03
199608,1.2,12.8,17,05,1996,AZ_East,8,199608,4,20,7,48233.9,-14051.73
199609,9.56,14.6,5.84,05,1996,AZ_East,9,199609,6,18,6,50467.43,-22555.16
199610,26.2,4.4,0.4,05,1996,AZ_East,10,199610,26,5,0,50007.72,1628.34
199606,23.76,6.16,0.08,06,1996,AZ_East,6,199606,25,5,0,10979.6,-43443.3
199607,3.16,15.84,12,06,1996,AZ_East,7,199607,6,16,9,66627.01,-37942.03
199608,0.88,14.04,16.08,06,1996,AZ_East,8,199608,4,20,7,48233.9,-14051.73
199609,7.56,15.8,6.64,06,1996,AZ_East,9,199609,6,18,6,50467.43,-22555.16
199610,26.72,4.2,0.08,06,1996,AZ_East,10,199610,26,5,0,50007.72,1628.34
199607,0.68,18.24,11.08,07,1996,AZ_East,7,199607,6,16,9,66627.01,-37942.03
199608,1.44,16.36,13.2,07,1996,AZ_East,8,199608,4,20,7,48233.9,-14051.73
199609,12.04,14.12,4.84,07,1996,AZ_East,9,199609,6,18,6,50467.43,-22555.16
199610,27.4,2.6,0,07,1996,AZ_East,10,199610,26,5,0,50007.72,1628.34
199608,1.92,16.84,11.24,08,1996,AZ_East,8,199608,4,20,7,48233.9,-14051.73
199609,11,14.36,5.64,08,1996,AZ_East,9,199609,6,18,6,50467.43,-22555.16
199610,28.08,2.72,0.2,08,1996,AZ_East,10,199610,26,5,0,50007.72,1628.34
199706,24.44,5.08,0.48,04,1997,AZ_East,6,199706,15,13,2,14526.14,-78712.1
199707,7.56,14.36,9.08,04,1997,AZ_East,7,199707,16,11,4,58057.49,-73786.79
199708,1.24,12.16,17.6,04,1997,AZ_East,8,199708,0,13,18,133458.84,-65381.34
199709,8.76,15.8,5.44,04,1997,AZ_East,9,199709,0,7,23,90963.88,853.53
199710,23.6,6.52,0.88,04,1997,AZ_East,10,199710,22,6,3,48172.84,-1525.61
199706,24,5.64,0.36,05,1997,AZ_East,6,199706,15,13,2,14526.14,-78712.1
199707,5.36,13.84,11.8,05,1997,AZ_East,7,199707,16,11,4,58057.49,-73786.79
199708,2.24,14.64,14.12,05,1997,AZ_East,8,199708,0,13,18,133458.84,-65381.34
199709,7.88,15.52,6.6,05,1997,AZ_East,9,199709,0,7,23,90963.88,853.53
199710,23.44,6.16,1.4,05,1997,AZ_East,10,199710,22,6,3,48172.84,-1525.61
199706,25,4.24,0.76,06,1997,AZ_East,6,199706,15,13,2,14526.14,-78712.1
199707,4.92,14.72,11.36,06,1997,AZ_East,7,199707,16,11,4,58057.49,-73786.79
199708,0.92,15,15.08,06,1997,AZ_East,8,199708,0,13,18,133458.84,-65381.34
199709,6.24,17.24,6.52,06,1997,AZ_East,9,199709,0,7,23,90963.88,853.53
199710,24,6.24,0.76,06,1997,AZ_East,10,199710,22,6,3,48172.84,-1525.61
199707,13.64,10.48,5.88,07,1997,AZ_East,7,199707,16,11,4,58057.49,-73786.79
199708,1.08,14.72,15.2,07,1997,AZ_East,8,199708,0,13,18,133458.84,-65381.34
199709,9.32,15.52,6.16,07,1997,AZ_East,9,199709,0,7,23,90963.88,853.53
199710,22.76,6.68,0.56,07,1997,AZ_East,10,199710,22,6,3,48172.84,-1525.61
199708,0.56,9.24,20.2,08,1997,AZ_East,8,199708,0,13,18,133458.84,-65381.34
199709,8.52,14.6,7.88,08,1997,AZ_East,9,199709,0,7,23,90963.88,853.53
199710,22.32,7.16,1.52,08,1997,AZ_East,10,199710,22,6,3,48172.84,-1525.61
199806,27.2,2.6,0.2,04,1998,AZ_East,6,199806,17,13,0,51600.1,-44428.34
199807,8.12,15.4,7.48,04,1998,AZ_East,7,199807,8,9,14,96426.33,-40766.49
199808,0.36,13.92,16.72,04,1998,AZ_East,8,199808,0,28,3,84729.74,-36565.73
199809,9.16,14.52,6.32,04,1998,AZ_East,9,199809,4,14,12,158295.58,-61966.29
199810,25.64,4.48,0.88,04,1998,AZ_East,10,199810,20,11,0,101494.75,558.19
199806,24.28,5.12,0.6,05,1998,AZ_East,6,199806,17,13,0,51600.1,-44428.34
199807,5.52,16.08,9.4,05,1998,AZ_East,7,199807,8,9,14,96426.33,-40766.49
199808,0.84,13.4,16.76,05,1998,AZ_East,8,199808,0,28,3,84729.74,-36565.73
199809,8.4,13.72,7.88,05,1998,AZ_East,9,199809,4,14,12,158295.58,-61966.29
199810,25.56,4.52,0.92,05,1998,AZ_East,10,199810,20,11,0,101494.75,558.19
199806,26.72,2.76,0.52,06,1998,AZ_East,6,199806,17,13,0,51600.1,-44428.34
199807,4.52,15.36,11.12,06,1998,AZ_East,7,199807,8,9,14,96426.33,-40766.49
199808,0.28,11.36,19.36,06,1998,AZ_East,8,199808,0,28,3,84729.74,-36565.73
199809,6.72,15.96,7.32,06,1998,AZ_East,9,199809,4,14,12,158295.58,-61966.29
199810,25.76,4.88,0.36,06,1998,AZ_East,10,199810,20,11,0,101494.75,558.19
199807,9.12,14.08,6.8,07,1998,AZ_East,7,199807,8,9,14,96426.33,-40766.49
199808,2,12.92,16.08,07,1998,AZ_East,8,199808,0,28,3,84729.74,-36565.73
199809,10.28,13.2,7.52,07,1998,AZ_East,9,199809,4,14,12,158295.58,-61966.29
199810,27.08,2.72,0.2,07,1998,AZ_East,10,199810,20,11,0,101494.75,558.19
199808,1.28,15.84,12.88,08,1998,AZ_East,8,199808,0,28,3,84729.74,-36565.73
199809,7.08,14.84,9.08,08,1998,AZ_East,9,199809,4,14,12,158295.58,-61966.29
199810,25.08,5.28,0.64,08,1998,AZ_East,10,199810,20,11,0,101494.75,558.19
199906,24.32,5.12,0.56,04,1999,AZ_East,6,199906,14,16,0,46516.49,-46623.39
199907,4.36,17.28,9.36,04,1999,AZ_East,7,199907,0,19,12,119858.77,-6457.08
199908,0.84,11.16,19,04,1999,AZ_East,8,199908,5,18,8,112651.32,-19854.37
199909,8.48,14.56,6.96,04,1999,AZ_East,9,199909,10,15,5,125964.33,-54049.02
199910,25.8,4.84,0.36,04,1999,AZ_East,10,199910,31,0,0,66164.65,-406.66
199906,24.08,5.52,0.4,05,1999,AZ_East,6,199906,14,16,0,46516.49,-46623.39
199907,2.92,16.88,11.2,05,1999,AZ_East,7,199907,0,19,12,119858.77,-6457.08
199908,0.72,12.96,17.32,05,1999,AZ_East,8,199908,5,18,8,112651.32,-19854.37
199909,8.08,16.56,5.36,05,1999,AZ_East,9,199909,10,15,5,125964.33,-54049.02
199910,26.44,4.28,0.28,05,1999,AZ_East,10,199910,31,0,0,66164.65,-406.66
199906,25.12,4.32,0.56,06,1999,AZ_East,6,199906,14,16,0,46516.49,-46623.39
199907,3.04,14.64,13.32,06,1999,AZ_East,7,199907,0,19,12,119858.77,-6457.08
199908,0.6,10.48,19.92,06,1999,AZ_East,8,199908,5,18,8,112651.32,-19854.37
199909,9.68,12.92,7.4,06,1999,AZ_East,9,199909,10,15,5,125964.33,-54049.02
199910,27.92,2.88,0.2,06,1999,AZ_East,10,199910,31,0,0,66164.65,-406.66
199907,3.04,14.44,12.52,07,1999,AZ_East,7,199907,0,19,12,119858.77,-6457.08
199908,1.8,15.52,13.68,07,1999,AZ_East,8,199908,5,18,8,112651.32,-19854.37
199909,12.4,13.64,4.96,07,1999,AZ_East,9,199909,10,15,5,125964.33,-54049.02
199910,28.24,1.72,0.04,07,1999,AZ_East,10,199910,31,0,0,66164.65,-406.66
199908,2.28,17.6,10.12,08,1999,AZ_East,8,199908,5,18,8,112651.32,-19854.37
199909,8.88,15.2,6.92,08,1999,AZ_East,9,199909,10,15,5,125964.33,-54049.02
199910,29,1.84,0.16,08,1999,AZ_East,10,199910,31,0,0,66164.65,-406.66
200006,25.44,4.28,0.28,04,2000,AZ_East,6,200006,17,12,1,51092.97,-26479.95
200007,4.16,14.28,12.56,04,2000,AZ_East,7,200007,21,8,2,-7794.07,-40478.22
200008,2.04,12.84,16.12,04,2000,AZ_East,8,200008,2,22,7,58219.22,-3753.05
200009,8.92,14.88,6.2,04,2000,AZ_East,9,200009,16,14,0,53364.35,-27712.05
200010,26.2,4.6,0.2,04,2000,AZ_East,10,200010,10,21,0,92205.21,-3374.36
200006,22.76,6.92,0.32,05,2000,AZ_East,6,200006,17,12,1,51092.97,-26479.95
200007,4.48,16.6,9.92,05,2000,AZ_East,7,200007,21,8,2,-7794.07,-40478.22
200008,0.76,11.76,18.48,05,2000,AZ_East,8,200008,2,22,7,58219.22,-3753.05
200009,9.04,13.36,7.6,05,2000,AZ_East,9,200009,16,14,0,53364.35,-27712.05
200010,27.12,3.68,0.2,05,2000,AZ_East,10,200010,10,21,0,92205.21,-3374.36
200006,22.84,6.4,0.76,06,2000,AZ_East,6,200006,17,12,1,51092.97,-26479.95
200007,2.96,14.12,13.92,06,2000,AZ_East,7,200007,21,8,2,-7794.07,-40478.22
200008,0.28,11.16,19.56,06,2000,AZ_East,8,200008,2,22,7,58219.22,-3753.05
200009,8.52,16.64,4.84,06,2000,AZ_East,9,200009,16,14,0,53364.35,-27712.05
200010,25.52,5.2,0.28,06,2000,AZ_East,10,200010,10,21,0,92205.21,-3374.36
200007,11.92,14.28,3.8,07,2000,AZ_East,7,200007,21,8,2,-7794.07,-40478.22
200008,2.24,17.64,11.12,07,2000,AZ_East,8,200008,2,22,7,58219.22,-3753.05
200009,12.32,14.76,3.92,07,2000,AZ_East,9,200009,16,14,0,53364.35,-27712.05
200010,27.68,2.16,0.16,07,2000,AZ_East,10,200010,10,21,0,92205.21,-3374.36
200008,1.44,16.6,11.96,08,2000,AZ_East,8,200008,2,22,7,58219.22,-3753.05
200009,12.56,14.56,3.88,08,2000,AZ_East,9,200009,16,14,0,53364.35,-27712.05
200010,26.84,4.12,0.04,08,2000,AZ_East,10,200010,10,21,0,92205.21,-3374.36
200106,24.84,4.84,0.32,04,2001,AZ_East,6,200106,24,6,0,14217.93,-49249.08
200107,7.48,15.48,8.04,04,2001,AZ_East,7,200107,6,17,8,-9823.18,-35347.1
200108,0.96,13.56,16.48,04,2001,AZ_East,8,200108,5,12,14,82021.3,-2877.59
200109,7.88,16.72,5.4,04,2001,AZ_East,9,200109,14,11,5,83552.72,-18022.08
200110,24.88,5.68,0.44,04,2001,AZ_East,10,200110,21,10,0,34984.17,10400.99
200106,24.48,5.04,0.48,05,2001,AZ_East,6,200106,24,6,0,14217.93,-49249.08
200107,5.64,15.44,9.92,05,2001,AZ_East,7,200107,6,17,8,-9823.18,-35347.1
200108,1.72,14.4,14.88,05,2001,AZ_East,8,200108,5,12,14,82021.3,-2877.59
200109,13.36,11.84,4.8,05,2001,AZ_East,9,200109,14,11,5,83552.72,-18022.08
200110,25.84,4.72,0.44,05,2001,AZ_East,10,200110,21,10,0,34984.17,10400.99
200106,23.2,6.36,0.44,06,2001,AZ_East,6,200106,24,6,0,14217.93,-49249.08
200107,3.92,16.56,10.52,06,2001,AZ_East,7,200107,6,17,8,-9823.18,-35347.1
200108,0.8,12.28,17.92,06,2001,AZ_East,8,200108,5,12,14,82021.3,-2877.59
200109,7.32,15.64,7.04,06,2001,AZ_East,9,200109,14,11,5,83552.72,-18022.08
200110,26.08,4.68,0.24,06,2001,AZ_East,10,200110,21,10,0,34984.17,10400.99
200107,4.64,16.64,8.72,07,2001,AZ_East,7,200107,6,17,8,-9823.18,-35347.1
200108,2.16,13.28,15.56,07,2001,AZ_East,8,200108,5,12,14,82021.3,-2877.59
200109,12.28,12.76,5.96,07,2001,AZ_East,9,200109,14,11,5,83552.72,-18022.08
200110,26.04,3.8,0.16,07,2001,AZ_East,10,200110,21,10,0,34984.17,10400.99
200108,1.16,8.96,19.88,08,2001,AZ_East,8,200108,5,12,14,82021.3,-2877.59
200109,8.56,15.76,6.68,08,2001,AZ_East,9,200109,14,11,5,83552.72,-18022.08
200110,26.12,4.48,0.4,08,2001,AZ_East,10,200110,21,10,0,34984.17,10400.99
200206,25.08,4.2,0.72,04,2002,AZ_East,6,200206,30,0,0,-3826.05,-37820.26
200207,6.2,15.56,9.24,04,2002,AZ_East,7,200207,6,21,4,20991.93,-30984.17
200208,1.48,14.28,15.24,04,2002,AZ_East,8,200208,18,13,0,29271.36,-12666.41
200209,8.24,15.8,5.96,04,2002,AZ_East,9,200209,8,15,7,167841.39,-8844.72
200210,24.92,5.52,0.56,04,2002,AZ_East,10,200210,26,5,0,65512.16,3125.1
200206,25.16,4.48,0.36,05,2002,AZ_East,6,200206,30,0,0,-3826.05,-37820.26
200207,4.6,16.36,10.04,05,2002,AZ_East,7,200207,6,21,4,20991.93,-30984.17
200208,1.84,14.76,14.4,05,2002,AZ_East,8,200208,18,13,0,29271.36,-12666.41
200209,9.6,13.8,6.6,05,2002,AZ_East,9,200209,8,15,7,167841.39,-8844.72
200210,24.16,6.48,0.36,05,2002,AZ_East,10,200210,26,5,0,65512.16,3125.1
200206,24.96,4.6,0.44,06,2002,AZ_East,6,200206,30,0,0,-3826.05,-37820.26
200207,6.28,15.56,9.16,06,2002,AZ_East,7,200207,6,21,4,20991.93,-30984.17
200208,0.56,14.32,16.12,06,2002,AZ_East,8,200208,18,13,0,29271.36,-12666.41
200209,7.24,16.16,6.6,06,2002,AZ_East,9,200209,8,15,7,167841.39,-8844.72
200210,24.24,6.16,0.6,06,2002,AZ_East,10,200210,26,5,0,65512.16,3125.1
200207,8.52,14.88,6.6,07,2002,AZ_East,7,200207,6,21,4,20991.93,-30984.17
200208,2.04,16.72,12.24,07,2002,AZ_East,8,200208,18,13,0,29271.36,-12666.41
200209,12.28,15.28,3.44,07,2002,AZ_East,9,200209,8,15,7,167841.39,-8844.72
200210,24.68,5.08,0.24,07,2002,AZ_East,10,200210,26,5,0,65512.16,3125.1
200208,0.88,16.24,12.88,08,2002,AZ_East,8,200208,18,13,0,29271.36,-12666.41
200209,9.72,15.76,5.52,08,2002,AZ_East,9,200209,8,15,7,167841.39,-8844.72
200210,22.6,7.72,0.68,08,2002,AZ_East,10,200210,26,5,0,65512.16,3125.1
200306,24.64,4.68,0.68,04,2003,AZ_East,6,200306,28,2,0,-7888.35,-37123.8
200307,5.96,14.36,10.68,04,2003,AZ_East,7,200307,15,6,10,23243.69,-12644.35
200308,0.48,14.28,16.24,04,2003,AZ_East,8,200308,0,12,19,104449.95,-13960.21
200309,8.6,15.52,5.88,04,2003,AZ_East,9,200309,15,6,9,78355.61,-17966.4
200310,25.2,5,0.8,04,2003,AZ_East,10,200310,19,12,0,39849.86,165.54
200306,25.6,3.92,0.48,05,2003,AZ_East,6,200306,28,2,0,-7888.35,-37123.8
200307,4.04,16.64,10.32,05,2003,AZ_East,7,200307,15,6,10,23243.69,-12644.35
200308,1.16,12.52,17.32,05,2003,AZ_East,8,200308,0,12,19,104449.95,-13960.21
200309,9.44,13.04,7.52,05,2003,AZ_East,9,200309,15,6,9,78355.61,-17966.4
200310,25.24,5.4,0.36,05,2003,AZ_East,10,200310,19,12,0,39849.86,165.54
200306,26.8,2.84,0.36,06,2003,AZ_East,6,200306,28,2,0,-7888.35,-37123.8
200307,7,15.96,8.04,06,2003,AZ_East,7,200307,15,6,10,23243.69,-12644.35
200308,1.6,14.04,15.36,06,2003,AZ_East,8,200308,0,12,19,104449.95,-13960.21
200309,9.36,15.72,4.92,06,2003,AZ_East,9,200309,15,6,9,78355.61,-17966.4
200310,26.64,3.96,0.4,06,2003,AZ_East,10,200310,19,12,0,39849.86,165.54
200307,10.2,12.64,7.16,07,2003,AZ_East,7,200307,15,6,10,23243.69,-12644.35
200308,1.84,15.32,13.84,07,2003,AZ_East,8,200308,0,12,19,104449.95,-13960.21
200309,14.88,12.32,3.8,07,2003,AZ_East,9,200309,15,6,9,78355.61,-17966.4
200310,27.08,2.72,0.2,07,2003,AZ_East,10,200310,19,12,0,39849.86,165.54
200308,4.84,14,11.16,08,2003,AZ_East,8,200308,0,12,19,104449.95,-13960.21
200309,11.96,12.8,6.24,08,2003,AZ_East,9,200309,15,6,9,78355.61,-17966.4
200310,25.84,4.56,0.6,08,2003,AZ_East,10,200310,19,12,0,39849.86,165.54
200406,23.4,5.88,0.72,04,2004,AZ_East,6,200406,25,5,0,-4331.88,-46805.72
200407,3,15.04,12.96,04,2004,AZ_East,7,200407,11,12,8,21024.45,-15251.72
200408,0.88,13.88,16.24,04,2004,AZ_East,8,200408,4,19,8,66929.12,-39998.4
200409,8.52,15.52,5.96,04,2004,AZ_East,9,200409,12,15,3,92034.97,-5135.82
200410,26.08,4.68,0.24,04,2004,AZ_East,10,200410,15,15,1,124648.47,26085.08
200406,24.32,5.16,0.52,05,2004,AZ_East,6,200406,25,5,0,-4331.88,-46805.72
200407,3.48,17.48,10.04,05,2004,AZ_East,7,200407,11,12,8,21024.45,-15251.72
200408,1.28,14.96,14.76,05,2004,AZ_East,8,200408,4,19,8,66929.12,-39998.4
200409,8.4,15.52,6.08,05,2004,AZ_East,9,200409,12,15,3,92034.97,-5135.82
200410,22.48,7.48,1.04,05,2004,AZ_East,10,200410,15,15,1,124648.47,26085.08
200406,26.04,3.92,0.04,06,2004,AZ_East,6,200406,25,5,0,-4331.88,-46805.72
200407,4.92,14.92,11.16,06,2004,AZ_East,7,200407,11,12,8,21024.45,-15251.72
200408,1.48,12.64,16.88,06,2004,AZ_East,8,200408,4,19,8,66929.12,-39998.4
200409,9.52,15.88,4.6,06,2004,AZ_East,9,200409,12,15,3,92034.97,-5135.82
200410,23.96,6.4,0.64,06,2004,AZ_East,10,200410,15,15,1,124648.47,26085.08
200407,16.84,10.04,3.12,07,2004,AZ_East,7,200407,11,12,8,21024.45,-15251.72
200408,4.6,16.8,9.6,07,2004,AZ_East,8,200408,4,19,8,66929.12,-39998.4
200409,13.76,13.28,3.96,07,2004,AZ_East,9,200409,12,15,3,92034.97,-5135.82
200410,27.4,2.52,0.08,07,2004,AZ_East,10,200410,15,15,1,124648.47,26085.08
200408,4.28,20.32,5.4,08,2004,AZ_East,8,200408,4,19,8,66929.12,-39998.4
200409,13.84,13.16,4,08,2004,AZ_East,9,200409,12,15,3,92034.97,-5135.82
200410,25.88,4.64,0.48,08,2004,AZ_East,10,200410,15,15,1,124648.47,26085.08
200506,26.56,3.36,0.08,04,2005,AZ_East,6,200506,18,12,0,56871.09,-42271.41
200507,5.64,17.04,8.32,04,2005,AZ_East,7,200507,14,6,11,63915.11,-52766.13
200508,1.44,13.76,15.8,04,2005,AZ_East,8,200508,3,8,20,96434.23,7285.06
200509,7.6,15.8,6.6,04,2005,AZ_East,9,200509,15,15,0,85665.85,-10973.91
200510,25.64,4.88,0.48,04,2005,AZ_East,10,200510,11,20,0,69230.57,-4439.81
200506,25.84,3.88,0.28,05,2005,AZ_East,6,200506,18,12,0,56871.09,-42271.41
200507,4.76,15.8,10.44,05,2005,AZ_East,7,200507,14,6,11,63915.11,-52766.13
200508,0.24,12.24,18.52,05,2005,AZ_East,8,200508,3,8,20,96434.23,7285.06
200509,6.92,16.08,7,05,2005,AZ_East,9,200509,15,15,0,85665.85,-10973.91
200510,25.84,4.96,0.2,05,2005,AZ_East,10,200510,11,20,0,69230.57,-4439.81
200506,28.44,1.56,0,06,2005,AZ_East,6,200506,18,12,0,56871.09,-42271.41
200507,8.24,15.48,7.28,06,2005,AZ_East,7,200507,14,6,11,63915.11,-52766.13
200508,1.24,12.08,17.68,06,2005,AZ_East,8,200508,3,8,20,96434.23,7285.06
200509,9.08,14.56,6.36,06,2005,AZ_East,9,200509,15,15,0,85665.85,-10973.91
200510,25.32,5.24,0.44,06,2005,AZ_East,10,200510,11,20,0,69230.57,-4439.81
200507,13.32,10.52,6.16,07,2005,AZ_East,7,200507,14,6,11,63915.11,-52766.13
200508,1.56,16.56,12.88,07,2005,AZ_East,8,200508,3,8,20,96434.23,7285.06
200509,12.92,12.88,5.2,07,2005,AZ_East,9,200509,15,15,0,85665.85,-10973.91
200510,26.96,2.76,0.28,07,2005,AZ_East,10,200510,11,20,0,69230.57,-4439.81
200508,0,6.32,23.68,08,2005,AZ_East,8,200508,3,8,20,96434.23,7285.06
200509,11.08,12.4,7.52,08,2005,AZ_East,9,200509,15,15,0,85665.85,-10973.91
200510,26.56,4.2,0.24,08,2005,AZ_East,10,200510,11,20,0,69230.57,-4439.81
200606,24.76,4.8,0.44,04,2006,AZ_East,6,200606,23,7,0,23194.98,-36915.45
200607,5.64,17.12,8.24,04,2006,AZ_East,7,200607,1,14,16,39957.82,-45935.87
200608,1.68,13.48,15.84,04,2006,AZ_East,8,200608,0,20,11,109015.27,-24344.36
200609,11,13.28,5.72,04,2006,AZ_East,9,200609,14,9,7,69945.23,-32469.75
200610,24.08,6.6,0.32,04,2006,AZ_East,10,200610,15,15,1,129269.9,7400.05
200606,25.16,4.2,0.64,05,2006,AZ_East,6,200606,23,7,0,23194.98,-36915.45
200607,5.24,15.36,10.4,05,2006,AZ_East,7,200607,1,14,16,39957.82,-45935.87
200608,1.52,12.16,17.32,05,2006,AZ_East,8,200608,0,20,11,109015.27,-24344.36
200609,8.04,15.72,6.24,05,2006,AZ_East,9,200609,14,9,7,69945.23,-32469.75
200610,24.6,6,0.4,05,2006,AZ_East,10,200610,15,15,1,129269.9,7400.05
200606,23.2,6.08,0.72,06,2006,AZ_East,6,200606,23,7,0,23194.98,-36915.45
200607,5.8,15.48,9.72,06,2006,AZ_East,7,200607,1,14,16,39957.82,-45935.87
200608,0.72,14.4,15.88,06,2006,AZ_East,8,200608,0,20,11,109015.27,-24344.36
200609,9.76,13.8,6.44,06,2006,AZ_East,9,200609,14,9,7,69945.23,-32469.75
200610,26.36,4.48,0.16,06,2006,AZ_East,10,200610,15,15,1,129269.9,7400.05
200607,6.08,15.48,8.44,07,2006,AZ_East,7,200607,1,14,16,39957.82,-45935.87
200608,1.4,13.4,16.2,07,2006,AZ_East,8,200608,0,20,11,109015.27,-24344.36
200609,13.48,13.2,4.32,07,2006,AZ_East,9,200609,14,9,7,69945.23,-32469.75
200610,26.6,3.4,0,07,2006,AZ_East,10,200610,15,15,1,129269.9,7400.05
200608,1.16,12.72,16.12,08,2006,AZ_East,8,200608,0,20,11,109015.27,-24344.36
200609,9.48,15.04,6.48,08,2006,AZ_East,9,200609,14,9,7,69945.23,-32469.75
200610,24.72,5.88,0.4,08,2006,AZ_East,10,200610,15,15,1,129269.9,7400.05
200706,26.04,3.44,0.52,04,2007,AZ_East,6,200706,29,1,0,12481.29,-53137.78
200707,4.48,17.32,9.2,04,2007,AZ_East,7,200707,8,14,9,51796.24,-47300.41
200708,0.84,14.4,15.76,04,2007,AZ_East,8,200708,0,14,17,123772.24,-33449.39
200709,9.72,14.84,5.44,04,2007,AZ_East,9,200709,10,14,6,60645.93,-35089.96
200710,24.84,5.68,0.48,04,2007,AZ_East,10,200710,26,5,0,43889.29,-11666.11
200706,25.52,4.16,0.32,05,2007,AZ_East,6,200706,29,1,0,12481.29,-53137.78
200707,5.72,15.36,9.92,05,2007,AZ_East,7,200707,8,14,9,51796.24,-47300.41
200708,1.08,13.24,16.68,05,2007,AZ_East,8,200708,0,14,17,123772.24,-33449.39
200709,9,14.68,6.32,05,2007,AZ_East,9,200709,10,14,6,60645.93,-35089.96
200710,26.32,4.44,0.24,05,2007,AZ_East,10,200710,26,5,0,43889.29,-11666.11
200706,25.8,3.96,0.24,06,2007,AZ_East,6,200706,29,1,0,12481.29,-53137.78
200707,6.48,15.6,8.92,06,2007,AZ_East,7,200707,8,14,9,51796.24,-47300.41
200708,1.36,14.44,15.2,06,2007,AZ_East,8,200708,0,14,17,123772.24,-33449.39
200709,10.52,14.08,5.4,06,2007,AZ_East,9,200709,10,14,6,60645.93,-35089.96
200710,25.8,4.72,0.48,06,2007,AZ_East,10,200710,26,5,0,43889.29,-11666.11
200707,8.84,16.04,5.12,07,2007,AZ_East,7,200707,8,14,9,51796.24,-47300.41
200708,1.6,13.24,16.16,07,2007,AZ_East,8,200708,0,14,17,123772.24,-33449.39
200709,11.68,13.84,5.48,07,2007,AZ_East,9,200709,10,14,6,60645.93,-35089.96
200710,25.04,4.68,0.28,07,2007,AZ_East,10,200710,26,5,0,43889.29,-11666.11
200708,2.68,14.6,12.72,08,2007,AZ_East,8,200708,0,14,17,123772.24,-33449.39
200709,9.2,14.16,7.64,08,2007,AZ_East,9,200709,10,14,6,60645.93,-35089.96
200710,26.56,4.12,0.32,08,2007,AZ_East,10,200710,26,5,0,43889.29,-11666.11
200806,24.92,4.76,0.32,04,2008,AZ_East,6,200806,29,1,0,47278.7,-64948.16
200807,5.76,14,11.24,04,2008,AZ_East,7,200807,1,17,13,48075.59,-39221.4
200808,2.4,13.08,15.52,04,2008,AZ_East,8,200808,0,20,11,80889.1,-19831.85
200809,8.2,14.92,6.88,04,2008,AZ_East,9,200809,12,16,2,74373.79,-20788.15
200810,24.72,5.6,0.68,04,2008,AZ_East,10,200810,27,4,0,57826.56,-2740.84
200806,26.6,2.96,0.44,05,2008,AZ_East,6,200806,29,1,0,47278.7,-64948.16
200807,7.64,15.52,7.84,05,2008,AZ_East,7,200807,1,17,13,48075.59,-39221.4
200808,0.8,14.48,15.72,05,2008,AZ_East,8,200808,0,20,11,80889.1,-19831.85
200809,9.4,15.04,5.56,05,2008,AZ_East,9,200809,12,16,2,74373.79,-20788.15
200810,26.8,3.8,0.4,05,2008,AZ_East,10,200810,27,4,0,57826.56,-2740.84
200806,27.68,2.28,0.04,06,2008,AZ_East,6,200806,29,1,0,47278.7,-64948.16
200807,5.92,17.32,7.76,06,2008,AZ_East,7,200807,1,17,13,48075.59,-39221.4
200808,0.84,14,16.16,06,2008,AZ_East,8,200808,0,20,11,80889.1,-19831.85
200809,9.4,15.04,5.56,06,2008,AZ_East,9,200809,12,16,2,74373.79,-20788.15
200810,27.48,3.08,0.44,06,2008,AZ_East,10,200810,27,4,0,57826.56,-2740.84
200807,1.88,16.28,11.84,07,2008,AZ_East,7,200807,1,17,13,48075.59,-39221.4
200808,1.92,16.68,12.4,07,2008,AZ_East,8,200808,0,20,11,80889.1,-19831.85
200809,13.72,13.52,3.76,07,2008,AZ_East,9,200809,12,16,2,74373.79,-20788.15
200810,27.08,2.72,0.2,07,2008,AZ_East,10,200810,27,4,0,57826.56,-2740.84
200808,3.28,16.8,9.92,08,2008,AZ_East,8,200808,0,20,11,80889.1,-19831.85
200809,11.84,12.6,6.56,08,2008,AZ_East,9,200809,12,16,2,74373.79,-20788.15
200810,26.72,3.6,0.68,08,2008,AZ_East,10,200810,27,4,0,57826.56,-2740.84
200906,24.36,5.2,0.44,04,2009,AZ_East,6,200906,6,24,0,13424.21,-25780.55
200907,6.2,16.56,8.24,04,2009,AZ_East,7,200907,7,15,9,23484.06,-35222.79
200908,1.36,11.4,18.24,04,2009,AZ_East,8,200908,12,16,3,46111.05,-46257.6
200909,7.32,15.6,7.08,04,2009,AZ_East,9,200909,9,17,4,53092.44,-50804.13
200910,23.24,7.32,0.44,04,2009,AZ_East,10,200910,22,8,1,33953.44,-4433.3
200906,23.72,5.68,0.6,05,2009,AZ_East,6,200906,6,24,0,13424.21,-25780.55
200907,5.24,17.84,7.92,05,2009,AZ_East,7,200907,7,15,9,23484.06,-35222.79
200908,1.84,12.68,16.48,05,2009,AZ_East,8,200908,12,16,3,46111.05,-46257.6
200909,8.48,14.64,6.88,05,2009,AZ_East,9,200909,9,17,4,53092.44,-50804.13
200910,23.2,7.16,0.64,05,2009,AZ_East,10,200910,22,8,1,33953.44,-4433.3
